Restaurant Name,City,Address,Locality,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes,Country
Chocolics,New Delhi,"C Block, South Extension 2, New Delhi",South Extension 2,"Bakery, Desserts",600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,2,India
ChocoLite,New Delhi,"D Block, South Extension 2, New Delhi",South Extension 2,"Bakery, Desserts, Healthy Food",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India
F Marquee,New Delhi,"M 4, South Extension 2, New Delhi",South Extension 2,"North Indian, Chinese, Continental",2000,Indian Rupees(Rs.),Yes,No,No,No,4,0.0,White,Not rated,3,India
Republic of Chicken,New Delhi,"451 & 452, Ground Floor, Lila Ram Market, Masjid Moth, South Extension 2, New Delhi",South Extension 2,"Raw Meats, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
Special Chicken Biryani,New Delhi,"Leela Ram Market, South Extension 2, New Delhi",South Extension 2,"Biryani, Mughlai",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
Circus,New Delhi,"D-14, 3rd Floor, South Extension 2, New Delhi",South Extension 2,"North Indian, Chinese, Italian",1300,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.0,Green,Very Good,489,India
The Society Cafe,New Delhi,"D-15, South Extension 2, New Delhi",South Extension 2,"Cafe, Italian",800,Indian Rupees(Rs.),No,Yes,No,No,2,4.1,Green,Very Good,149,India
Club London,New Delhi,"3-4, Ground Floor, Southern Park Mall, District Centre, Saket, New Delhi","Southern Park Mall, Saket","North Indian, Chinese, Finger Food",2500,Indian Rupees(Rs.),Yes,No,No,No,4,3.3,Orange,Average,179,India
3 Pegs Down,New Delhi,"11/12/14-A, Ground Floor, Southern Park Mall, District Centre, Saket, New Delhi","Southern Park Mall, Saket","Continental, Italian, North Indian",1200,Indian Rupees(Rs.),Yes,No,No,No,3,3.6,Yellow,Good,217,India
Chicago Pizza,New Delhi,"Zing Food Court, Spark Mall, Near Gol Chakkar, Kamla Nagar, New Delhi","Spark Mall, Kamla Nagar",Pizza,600,Indian Rupees(Rs.),No,No,No,No,2,2.6,Orange,Average,27,India
Maakhansingh,New Delhi,"Zing Food Court, 2nd Floor, Spark Mall, Kamla Nagar, New Delhi","Spark Mall, Kamla Nagar",North Indian,400,Indian Rupees(Rs.),No,Yes,No,No,1,2.9,Orange,Average,18,India
Mad Over Donuts,New Delhi,"Zing Food Court, Level 2, Spark Mall, Kamla Nagar, New Delhi","Spark Mall, Kamla Nagar",Desserts,450,Indian Rupees(Rs.),No,Yes,No,No,1,3.8,Yellow,Good,72,India
Starbucks,New Delhi,"1st Floor, Zing Food Court, Spark Mall, Kamla Nagar, New Delhi","Spark Mall, Kamla Nagar",Cafe,700,Indian Rupees(Rs.),No,No,No,No,2,3.7,Yellow,Good,147,India
World of Wok,New Delhi,"Zing Food Court, 2nd Floor, Spark Mall, Kamla Nagar, New Delhi","Spark Mall, Kamla Nagar",Chinese,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,22,India
Alvi's Food Spot,New Delhi,"Star City Mall, Mayur Vihar Phase 1, New Delhi","Star City Mall, Mayur Vihar Phase 1","North Indian, Mughlai",350,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,17,India
Cafe Coffee Day,New Delhi,"Ground Floor, Star City Mall, Mayur Vihar Phase 1, New Delhi","Star City Mall, Mayur Vihar Phase 1",Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,29,India
Code,New Delhi,"S-20, 2nd Floor, Star City Mall, Mayur Vihar Phase 1, New Delhi","Star City Mall, Mayur Vihar Phase 1","North Indian, Mughlai, Chinese",850,Indian Rupees(Rs.),Yes,Yes,No,No,2,2.5,Orange,Average,117,India
Haowin,New Delhi,"G-10, Star City Mall, Mayur Vihar Phase 1, New Delhi","Star City Mall, Mayur Vihar Phase 1","Chinese, Continental, Thai",1100,Indian Rupees(Rs.),Yes,No,No,No,3,3.2,Orange,Average,88,India
Mirror,New Delhi,"F-37, 1st Floor, Star City Mall, Mayur Vihar Phase 1, New Delhi","Star City Mall, Mayur Vihar Phase 1","North Indian, Chinese, Continental",1250,Indian Rupees(Rs.),Yes,No,No,No,3,3.3,Orange,Average,131,India
Pizza Hut Delivery,New Delhi,"49 & 50, Ground Floor, Star City Mall, Mayur Vihar Phase 1, New Delhi","Star City Mall, Mayur Vihar Phase 1","Italian, Pizza, Fast Food",800,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average,87,India
Platinum Lounge,New Delhi,"Ground Floor, Star City Mall, Mayur Vihar Phase 1, New Delhi","Star City Mall, Mayur Vihar Phase 1","North Indian, Chinese, Continental",1400,Indian Rupees(Rs.),Yes,No,No,No,3,3.3,Orange,Average,91,India
Aap Ki Rasoi Ghar,New Delhi,"Shop 1, 16/21, Subhash Nagar, New Delhi",Subhash Nagar,"North Indian, Fast Food",250,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,6,India
Aggarwal Sweet & Pastry,New Delhi,"Main Road, Beriwala Bagh, Subhash Nagar, New Delhi",Subhash Nagar,"Mithai, Chinese",100,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,5,India
Craving,New Delhi,"11/47, Shop 6, Subhash Nagar, New Delhi",Subhash Nagar,"Chinese, Fast Food",600,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,10,India
Dakshin South Indian Hut,New Delhi,"Ashok Nagar Market, Subhash Nagar, New Delhi",Subhash Nagar,South Indian,200,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,4,India
Food & Travel Cafe,New Delhi,"7/155, Shop 3, Subhash Nagar, New Delhi",Subhash Nagar,"Fast Food, Italian",400,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,10,India
Jolly Tandoori Zaika,New Delhi,"93 A, Minakshi Garden, Subhash Nagar, New Delhi",Subhash Nagar,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,11,India
Lababdar Rasoi,New Delhi,"Shop 1, 40A/1, Ashok Nagar, Near, Subhash Nagar, New Delhi",Subhash Nagar,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,16,India
Madan Da Dhaba,New Delhi,"J-8, Main Road, Beriwala Bagh, Subhash Nagar, New Delhi",Subhash Nagar,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,5,India
Nishtha,New Delhi,"11/76, Subhash Nagar, New Delhi",Subhash Nagar,"Street Food, Chinese",250,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,21,India
P2 Tandoori Momos Station,New Delhi,"60/4 8 Block, Main Market, Sani Bazar Road, Subhash Nagar, New Delhi",Subhash Nagar,"Chinese, North Indian",200,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,10,India
Punjabi's Veg Grill,New Delhi,"9/108, Subhash Nagar, New Delhi",Subhash Nagar,North Indian,350,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,7,India
Sethi's The Cake Shop,New Delhi,"14/2, Ashok Nagar, Subhash Nagar, New Delhi",Subhash Nagar,"Bakery, Fast Food",150,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,16,India
Soya Grill,New Delhi,"WZ 189, Mukherjee Park, Punjabi Market, Subhash Nagar, New Delhi",Subhash Nagar,"North Indian, Chinese",300,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,4,India
Sunny Kebab Wala,New Delhi,"Shop 94, Block J, Beri Wala Bagh, Near Sarvodya Bal Vidyalaya, Subhash Nagar, New Delhi",Subhash Nagar,"North Indian, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,15,India
Vaishno Bhojnalaya,New Delhi,"Near Swargashram Road, Hari Nagar, Subhash Nagar, New Delhi",Subhash Nagar,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,10,India
Valentine Coffee Bar,New Delhi,"Ground Floor, Meenakshi Garden, Metro Station, Subhash Nagar, New Delhi",Subhash Nagar,"Beverages, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,8,India
Zayka Delhi-6,New Delhi,"Shop 3, Subhash Nagar Bike Market, Ajanta Cinema, Ajay Enclave, Subhash Nagar, New Delhi",Subhash Nagar,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,11,India
13 Cafe,New Delhi,"4/175, Subhash Nagar, New Delhi",Subhash Nagar,Cafe,500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,India
Aggarwal Sweet Corner,New Delhi,"Main Road, Beriwala Bagh, Subhash Nagar, New Delhi",Subhash Nagar,Mithai,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India
Babu Meat Wala,New Delhi,"Ground Floor, MCD Complex, Ashok Nagar, Subhash Nagar, New Delhi",Subhash Nagar,"Raw Meats, North Indian",350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
Batra Chinese Food & Chaap,New Delhi,"3/200, Subhash Nagar, New Delhi",Subhash Nagar,Chinese,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Celebration Family Restaurant,New Delhi,"E-63, Near Sheetla Mata Mandir, Opposite Punjab Sindh Bank, Subhash Nagar, New Delhi",Subhash Nagar,"North Indian, Chinese",800,Indian Rupees(Rs.),Yes,No,No,No,2,0.0,White,Not rated,0,India
Ching Chinese,New Delhi,"Shop 7, 6/27, Subhash Nagar, New Delhi",Subhash Nagar,"Chinese, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Choices An Absolute BBQ,New Delhi,"D-90, Fateh Nagar, Near Subhash Nagar, New Delhi",Subhash Nagar,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3,India
Delhi-27,New Delhi,"Main Market, Subhash Nagar, New Delhi",Subhash Nagar,"Chinese, South Indian",250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Desi Kukkad,New Delhi,"J-72/73 Milap Market, Beriwala Bagh, Subhash Nagar, New Delhi",Subhash Nagar,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Freezy,New Delhi,"Shop 11, Opposite Super Medicos, Main Market, Subhash Nagar, New Delhi",Subhash Nagar,Ice Cream,50,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Gourmet Bistro,New Delhi,"Shop 3, Block 12, Back Side, Opposite Shadley Public School, Subhash Nagar, New Delhi",Subhash Nagar,"Cafe, Fast Food, Bakery",500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,1,India
Jiya Amritsari Naan,New Delhi,"Subhash Nagar, New Delhi",Subhash Nagar,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Kedgy Bite,New Delhi,"Under Metro Station Subash Nagar, Subhash Nagar, New Delhi",Subhash Nagar,Fast Food,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Khera's Foodie Corner,New Delhi,"5/186, Subhash Nagar, New Delhi",Subhash Nagar,"Chinese, North Indian",150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Lajwab Pastry Palace,New Delhi,"3/118, Subhash Nagar, New Delhi",Subhash Nagar,Bakery,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
Madan Sweets & Bakers,New Delhi,"8/1, Subhash Nagar, New Delhi",Subhash Nagar,Mithai,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Momo's King,New Delhi,"Shop 1, Coal Depot, Ashok Nagar, Near Tilak Nagar Police Station, Subhash Nagar, New Delhi",Subhash Nagar,Chinese,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
New Pishori Chicken Kabab,New Delhi,"J-87, Beriwala Bagh, Subhash Nagar, New Delhi",Subhash Nagar,Fast Food,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
New Sindhi Chicken Corner,New Delhi,"4/192, Corner Shop 1, Subhash Nagar, New Delhi",Subhash Nagar,"North Indian, Mughlai",500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,India
Radha Swami Chaat Bhandar,New Delhi,"Near Kids Paradise Play School, Meenakshi Garden, Subhash Nagar, New Delhi",Subhash Nagar,Street Food,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Rajender Di Punjabi Rasoi,New Delhi,"WZ 96, Meenakshi Garden, Subhash Nagar, New Delhi",Subhash Nagar,North Indian,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
Ram Ji Snacks & Food Corner,New Delhi,"8/1, Subhash Nagar, New Delhi",Subhash Nagar,Street Food,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
Ram Ram Ji Kachori Bhandar,New Delhi,"WZ 10, Tihar Village, Main Road, Subhash Nagar, New Delhi",Subhash Nagar,Street Food,50,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Rana's Food Corner,New Delhi,"23/337, Opposite Sehgal Properties, Subhash Nagar, New Delhi",Subhash Nagar,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Sanjay Chicken Shop,New Delhi,"11/48, Subhash Nagar, New Delhi",Subhash Nagar,"Raw Meats, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Sharma Ji Spring Roll,New Delhi,"6/28, Subhash Nagar, New Delhi",Subhash Nagar,Fast Food,150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
Shree Raja Ram,New Delhi,"WZ 56, Meenakshi Garden, Subhash Nagar, New Delhi",Subhash Nagar,Fast Food,50,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
South Indian Hut,New Delhi,"10 Block, Main Road, Near PNB ATM, Subhash Nagar, New Delhi",Subhash Nagar,South Indian,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India
Special Moradabadi Chicken Corner,New Delhi,"WZ 47, Meenakshi Garden, Subhash Nagar, New Delhi",Subhash Nagar,Biryani,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Standard Pastry Shop,New Delhi,"5/35, Subhash Nagar, New Delhi",Subhash Nagar,"Bakery, Fast Food",200,Indian Rupees(Rs.),No,Yes,No,No,1,0.0,White,Not rated,2,India
Sushil Punjabi Vaishno Dhaba,New Delhi,"Ajanta Market, Main Raod, Ajay Enclave, Subhash Nagar, New Delhi",Subhash Nagar,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Variety of Shawarmas,New Delhi,"5/1, Subhash Nagar, New Delhi",Subhash Nagar,Fast Food,150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Vrindavan Sweets,New Delhi,"A1, WZ 9, Opposite Chhatri Wala Park, Main Road, Subhash Nagar, New Delhi",Subhash Nagar,"South Indian, Street Food, Mithai",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Flirty Momo's,New Delhi,"Shop 30, Main Market, Subhash Nagar, New Delhi",Subhash Nagar,Chinese,350,Indian Rupees(Rs.),No,No,No,No,1,2.4,Red,Poor,26,India
Nathu's Sweets,New Delhi,"2, Main Market, Sunder Nagar, New Delhi",Sunder Nagar,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,173,India
Basil & Thyme,New Delhi,"28, Sunder Nagar Market, Sunder Nagar, New Delhi",Sunder Nagar,"Continental, European",2200,Indian Rupees(Rs.),Yes,No,No,No,4,3.6,Yellow,Good,127,India
Kamal's,New Delhi,"K-1, Sunder Nagar Market, Sunder Nagar, New Delhi",Sunder Nagar,North Indian,550,Indian Rupees(Rs.),No,No,No,No,2,3.7,Yellow,Good,286,India
Orange Peel by Rasleen Kochhar,New Delhi,"126, Sunder Nagar, New Delhi",Sunder Nagar,"Bakery, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,44,India
ATM Bistro,New Delhi,"21, Main Market, Sunder Nagar, New Delhi",Sunder Nagar,European,1000,Indian Rupees(Rs.),Yes,No,No,No,3,0.0,White,Not rated,3,India
Masala House,New Delhi,"4, Sunder Nagar, New Delhi Delhi NCR, Sunder Nagar",Sunder Nagar,North Indian,1800,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.0,Green,Very Good,169,India
Number 8,New Delhi,"8, Sunder Nagar Market, Sunder Nagar, New Delhi",Sunder Nagar,"Continental, North Indian, European, Asian",2200,Indian Rupees(Rs.),No,No,No,No,4,4.0,Green,Very Good,165,India
Keventers,New Delhi,"FC 2, Arrival, Terminal 1C, Aerocity, New Delhi","T3 Domestic Arrival, Aerocity",Beverages,400,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,6,India
4700BC Popcorn,New Delhi,"Ground Floor, Pacific Mall, Tagore Garden, New Delhi",Tagore Garden,Fast Food,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,24,India
Chennai X-Press,New Delhi,"Shop 5, B-4, Shopping Centre, Tagore Garden, New Delhi",Tagore Garden,Fast Food,200,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,6,India
Chinese Sigdi,New Delhi,"E-35, Tagore Garden Extension, Tagore Garden, New Delhi",Tagore Garden,Chinese,250,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,5,India
Da Pizza Pind,New Delhi,"198, Opposite Holy Child School Gate 2 , Shivaji Market, Tagore Garden Extension, Tagore Garden, New Delhi",Tagore Garden,"Pizza, Italian",250,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,36,India
Faasos,New Delhi,"Shop B-15, Ground Floor (Back Portion), Shopping Center, Tagore Garden, New Delhi",Tagore Garden,"North Indian, Fast Food",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.0,Orange,Average,4,India
Frontier,New Delhi,"B 14, Shopping Zone, Near Post Office, Tagore Garden, New Delhi",Tagore Garden,Bakery,200,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,5,India
Gyan Di Hatti,New Delhi,"Main Shivaji College Road, Raghuvir Nagar, Tagore Garden, New Delhi",Tagore Garden,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,5,India
Hot Stuff,New Delhi,"B Block, Shopping Centre, Tagore Garden, New Delhi",Tagore Garden,"Chinese, Fast Food",450,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,14,India
KK Da Dhaba,New Delhi,"Near Metro Pillar 431, Main Najafgarh Road, Tagore Garden, New Delhi",Tagore Garden,North Indian,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,55,India
Last Bencher's,New Delhi,"D-103, Tagore Garden, New Delhi",Tagore Garden,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,6,India
Raj Bakers And Confectioners,New Delhi,"D 85, Shop 4, Mini Market, Near Holy Child School, Devki Nandan Marg, Tagore Garden Extension, Tagore Garden, New Delhi",Tagore Garden,"Fast Food, Bakery",100,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,6,India
Taste Drive,New Delhi,"Pacific Mall, Near Kids Zone, Tagore Garden, New Delhi",Tagore Garden,Fast Food,250,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,21,India
The Kafilla,New Delhi,"WZ-93, Near Metro Pillar 427, Tatarpur, Tagore Garden, New Delhi",Tagore Garden,North Indian,600,Indian Rupees(Rs.),No,No,No,No,2,3.0,Orange,Average,5,India
Tibb's Frankie,New Delhi,"Food Court, 2nd Floor, Pacific Mall, Tagore Garden, New Delhi",Tagore Garden,Fast Food,250,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,8,India
4 Barrels Cafí© & Lounge,New Delhi,"3rd Floor, DE-82, Tagore Garden, New Delhi",Tagore Garden,"North Indian, Continental, Lebanese",1200,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.5,Yellow,Good,24,India
Baadshah,New Delhi,"DE-84, Tagore Garden, New Delhi",Tagore Garden,"North Indian, Chinese",1000,Indian Rupees(Rs.),Yes,No,No,No,3,3.5,Yellow,Good,26,India
Behrouz Biryani,New Delhi,"Tagore Garden, New Delhi",Tagore Garden,Biryani,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,54,India
Galina Restaurant,New Delhi,"DE 82, Ground Floor, Tagore Garden, New Delhi",Tagore Garden,North Indian,700,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,38,India
Masala Factory,New Delhi,"DE - 79, Tagore Garden, New Delhi",Tagore Garden,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,3.8,Yellow,Good,18,India
Ovenstory Pizza,New Delhi,"Tagore Garden, New Delhi",Tagore Garden,"Pizza, Fast Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,12,India
Ajeet Fast Food Corner,New Delhi,"D-85, Tagore Garden Extension, New Delhi, Tagore Garden, New Delhi",Tagore Garden,Fast Food,350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
Al Changezi,New Delhi,"Main Shivaji Road, Tegore Garden, Tagore Garden, New Delhi",Tagore Garden,Mughlai,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
Dolce Gelato,New Delhi,"2nd Floor, Pacific Mall, Tagore Garden, New Delhi",Tagore Garden,Ice Cream,120,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Dragon Way,New Delhi,"E-35, Tagore Garden Extension, Tagore Garden, New Delhi",Tagore Garden,"Chinese, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
Foodaholic,New Delhi,"ED 118, Tagore Garden, New Delhi",Tagore Garden,"Chinese, North Indian",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
Indian Chinese Fast Food,New Delhi,"Main Raghuvir Nagar Road, Tagore Garden Extension, New Delhi, Tagore Garden, New Delhi",Tagore Garden,Chinese,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
Jagadeesh Kharodewala,New Delhi,"57 & 58, Titarpur Market, Opposite Metro Pillar 424, Tagore Garden, New Delhi",Tagore Garden,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3,India
Punjabi Shahi Chicken Soup,New Delhi,"1, D383, Opposite Shree Sai Vidya Mandir, Sabji Mandi, Tagore Garden Extension, New Delhi, Tagore Garden, New Delhi",Tagore Garden,Chinese,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India
Ramu Ka Dhaba,New Delhi,"Shop 17, DDA Market, Tagore Garden, New Delhi",Tagore Garden,Mughlai,350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3,India
Sardar Ji Chicken Corner,New Delhi,"Main Market, Tagore Garden, New Delhi",Tagore Garden,"Mughlai, North Indian",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Satguru Tiffin Service,New Delhi,"D-209, Second Floor, Tagore Garden Extension, Tagore Garden, New Delhi",Tagore Garden,North Indian,200,Indian Rupees(Rs.),No,Yes,No,No,1,0.0,White,Not rated,1,India
Seth Baker's,New Delhi,"Near Mother Dairy, 641, Tagore Garden Extension, New Delhi, Tagore Garden, New Delhi",Tagore Garden,"Bakery, Desserts",200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3,India
Sri Durga Dosa Corner,New Delhi,"D 11, Main Road, Tagore Garden, New Delhi",Tagore Garden,South Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3,India
V S Cafe,New Delhi,"Pacific Mall, Near Kids Zone, Tagore Garden, New Delhi",Tagore Garden,Fast Food,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India
Vijay South Indian Food,New Delhi,"Main Raghuveer Nagar Road, Tagore Garden Extension, New Delhi, Tagore Garden, New Delhi",Tagore Garden,South Indian,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India
